ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Panel Type,Native Resolution (pixels),Total Native Resolution (megapixels),Screen Size (inches),Screen Area (square inches),Model Features,Features Enabled in Default On Mode,Features Enabled in Default Sleep Mode,Signal or Data Interfaces,Power Source,On Mode Power (watts),Maximum On Mode Power Limit for Signage Certification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power Limit for Signage Certification (watts),Off Mode Power (watts),On Mode Power at 12 Lux at 115 Volts (W),On Mode Power at 300 Lux (watts),Monitor Total Energy Consumption at 115 Volts (kWh/yr),Maximum Total Energy Consumption Limit for Monitor Certification (kWh/yr),Maximum Luminance (candelas per square meter),Enhanced-Performance Display?,Color Gamut,Color Spaces Supported,High Dynamic Range (HDR),Display Contrast Ratio  at 0 deg. Horiz. Viewing Angle,Reported Contrast Ratio at -85 Degrees (Left) Horizontal Viewing Angle,Reported Contrast Ratio at +85 Degrees (Right) Horizontal Viewing Angle,USB-C with Power Delivery Supported,Maximum Power Delivery (W),Tiled Display System,Maximum Tiled Configuration,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets Most Efficient 2023 Criteria
2384014,BenQ Corporation,BenQ,IL4301,IL4301,,840046045609,Signage Display,TFT-LCD,3840 x 2160,8.3,42.5,771.8,"Built-In Speakers,Other,User Adjustable Backlight",Built-In Speakers,None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,61.95,,0.22,0.5,,,,,,400,No,,NTSC,N/A,1200,,,No,,No,,11/30/2021 12:00:00 AM,09/01/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1048959_IL4301_09012021143522_1428846,No
2383939,BenQ Corporation,BenQ,IL5501,IL5501,,840046045623,Signage Display,TFT-LCD,3840 x 2160,8.3,54.6,1275.7,"Built-In Speakers,Other,User Adjustable Backlight",Built-In Speakers,None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,84.05,,0.27,0.5,,,,,,400,No,,NTSC,N/A,1300,,,No,,No,,10/29/2021 12:00:00 AM,08/31/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1048959_IL5501_09012021121223_9611050,No
2350619,BenQ Corporation,BenQ,PD2700U,PD2700U-B,"PD2700UE,,",840046040680,Monitor,IPS LCD,3840 x 2160,8.3,27,310.47,"Variable Refresh Rate,Bluetooth",Automatic Brightness Control,None,"Display,HDMI,USB",Ac to dc internal power supply,20.9,,0.3,,0.2,,,65.8,84.1,350,Yes,36.1,sRGB,N/A,1000,60,60,No,,No,0,01/28/2020 12:00:00 AM,11/26/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1048959_PD2700U-B_12022019171123_8509726,No
2355316,BenQ Corporation,BenQ,PD2705Q,PD2705Q-T,"PD2705QE,PD2705Q-T,",840046042479,Monitor,IPS LCD,1440 x 2560,3.7,27,310.47,"Variable Refresh Rate,USB-C,Built-In Speakers,Automatic Brightness Control","Built-In Speakers,Automatic Brightness Control",None,"Display,USB,HDMI",Ac to dc internal power supply,22.54,,0.23,,0.2,19.83,27.84,70.42,70.53,300,Yes,37.1,None,N/A,1000,152,140,Yes,65,,,11/04/2019 12:00:00 AM,03/01/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1048959_PD2705Q-T_02282020092859_3381463,No
2367978,BenQ Corporation,BenQ,Interactive Flat Panel,RE6501,,840046043902,Signage Display,TFT-LCD,3840 x 2160,8.3,64.5,1775.9,Other,Built-In Speakers,None,HDMI,Ac to dc internal power supply,124.39,,0.45,,,123.91,,,,400,No,,None,N/A,100,,,No,,No,,10/12/2020 12:00:00 AM,03/29/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1048959_RE6501_10222020145624_3989822,No
2367979,BenQ Corporation,BenQ,Interactive Flat Panel,RE6501,,,Signage Display,TFT-LCD,3840 x 2160,8.3,64.5,1775.9,Other,Built-In Speakers,None,HDMI,Ac to dc internal power supply,124.39,,0.45,,,123.91,,,,400,No,,None,N/A,100,,,No,,No,,10/12/2020 12:00:00 AM,03/29/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1048959_RE6501_10222020145624_8500131,No
2367980,BenQ Corporation,BenQ,Interactive Flat Panel,RE6501A,"Interactive Flat Panel,RE6501B,; Interactive Flat Panel,RE6501C,; Interactive Flat Panel,RE6501D,; Interactive Flat Panel,RE6501E,; Interactive Flat Panel,RE6501K,; Interactive Flat Panel,RE6501P,; Interactive Flat Panel,RE6501S,; Interactive Flat Panel,RE6501X,",840046043902,Signage Display,TFT-LCD,3840 x 2160,8.3,64.5,1775.9,Other,Built-In Speakers,None,HDMI,Ac to dc internal power supply,124.39,,0.45,,,123.91,,,,400,No,,None,N/A,100,,,No,,No,,10/12/2020 12:00:00 AM,03/29/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1048959_RE6501A_10222020145624_1541391,No
2398262,BenQ Corporation,BenQ,Interactive Flat Panel,RE6503,",RE6503A,; ,RE6503B,; ,RE6503C,; ,RE6503D,; ,RE6503E,",,Signage Display,TFT-LCD,3840 x 2160,8.3,64.8,1793.14,Other,Built-In Speakers,None,"VGA,Other,HDMI,USB",Ac to dc internal power supply,83.75,133.91,0.3,0.5,,,,,,390,No,,None,N/A,100,,,Yes,5,No,,04/30/2022 12:00:00 AM,06/19/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1048959_RE6503_07072022143932_8367212,No
2359678,ASUSTeK Computer Inc.,ASUS,VA24DQY,VA24D,"VA24DQ, VA24DQ-P, VA24DQ-J, VA24DQ-G, VA24DQ-W, VA24DQZ,,",,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,Variable Refresh Rate,Variable Refresh Rate,None,"VGA,Display,HDMI",Ac to dc internal power supply,11.03,,0.13,,0.09,,,34.54,45.7,250,No,33.1,sRGB,N/A,1000,1,1,No,0,No,0,11/01/2019 12:00:00 AM,09/18/2020 12:00:00 AM,"United States, Taiwan",ES_41973_VA24D_05122020153206_3742627,No
2371647,ASUSTeK Computer Inc.,ASUS,VA24DCP-P,VA24DCP,"VA24DCP-J, VA24DCP-G, VA24DCP-W, VA24DCPY, VA24DCPZ,,",,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,"Variable Refresh Rate,USB-C,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"HDMI,USB",Ac to dc internal power supply,13.77,,0.22,,0.12,,,43.5,48.5,250,No,35.7,sRGB,N/A,1000,,,Yes,65,No,0,01/01/2021 12:00:00 AM,12/31/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_VA24DCP_01052021172459I22_7349927,No
2342988,ASUSTeK Computer Inc.,ASUS,VA24EQSB,VA24E,"VA24EQSB-G,VA24E,; VA24EQSB-J,VA24E,; VA24EQSB-P,VA24E,; VA24EQSB-W,VA24E,; VA24EQSBY,VA24E,; VA24EQSBZ,VA24E,",195553557290,Monitor,TFT LCD,1080 x 1920,2.1,23.8,242.18,None,None,None,"VGA,DVI,HDMI,USB",Ac to dc internal power supply,14.19,,0.26,,0.19,,,41.14,45.73,369,No,,sRGB,N/A,1000,,,No,,,,07/31/2019 12:00:00 AM,08/05/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973_VA24E_08022019094505_3492547,No
2398257,ASUSTeK Computer Inc.,ASUS,VA24ECPSN,VA24E,"VA24ECPSN-G,VA24E,; VA24ECPSN-J,VA24E,; VA24ECPSN-P,VA24E,; VA24ECPSN-W,VA24E,; VA24ECPSNY,VA24E,; VA24ECPSNZ,VA24E,",195553844406,Monitor,TFT LCD,1920 x 1080,2.1,23.8,242.18,"USB-C,Built-In Speakers",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc internal power supply,13.89,,0.27,,0.25,,,44.09,48.48,250,No,,sRGB,N/A,1000,,,Yes,65,,,07/04/2022 12:00:00 AM,07/07/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973_VA24E_07052022162324_936395,No
2361454,ASUSTeK Computer Inc.,ASUS,VA27DQSB,VA27D,"VA27DQSB-P, VA27DQSB-J, VA27DQSB-G, VA27DQSB-W, VA27DQSBY, VA27DQSBZ, VA27DQ, VA27DQ-P, VA27DQ-J, VA27DQ-G, VA27DQ-W, VA27DQY, VA27DQZ,,",,Monitor,IPS LCD,1920 x 1080,2.1,27,311.67,"Variable Refresh Rate,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"VGA,Display,HDMI,USB",Ac to dc internal power supply,12.68,,0.16,,0.09,,,39.79,52.1,250,No,33.3,sRGB,N/A,1000,,,No,0,No,0,07/15/2020 12:00:00 AM,01/05/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_VA27D_06092020202044_3509835,Yes
2373997,ASUSTeK Computer Inc.,ASUS,VA27DCP,VA27DCP,"VA27DCP-P,VA27DCP-J,VA27DCP-G,VA27DCP-W,VA27DCPY,VA27DCPZ,,",,Monitor,IPS LCD,1920 x 1080,2.1,27,311.66,"Variable Refresh Rate,USB-C,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"HDMI,USB",Ac to dc internal power supply,14.23,,0.31,,0.15,,,45.39,52.1,250,No,33.3,sRGB,N/A,1000,,,No,65,No,0,02/22/2021 12:00:00 AM,02/09/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_VA27DCP_02092021152416I11_7349927,No
2346035,ASUSTeK Computer Inc.,ASUS,VA27EQSB,VA27E,"VA27EQSB-G,VA27E,; VA27EQSB-J,VA27E,; VA27EQSB-P,VA27E,; VA27EQSB-W,VA27E,; VA27EQSBY,VA27E,; VA27EQSBZ,VA27E,",195553557337,Monitor,TFT LCD,1080 x 1920,2.1,27,311.67,None,None,None,"VGA,HDMI",Ac to dc internal power supply,14.81,,0.21,,0.15,,,47.27,52.06,250,No,33.5,sRGB,N/A,1000,,,No,,,,08/01/2019 12:00:00 AM,09/09/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973_VA27E_09092019112959_6994439,No
2398469,ASUSTeK Computer Inc.,ASUS,VA27ECPSN,VA27E,"VA27ECPSN-G,VA27E,; VA27ECPSN-J,VA27E,; VA27ECPSN-P,VA27E,; VA27ECPSN-W,VA27E,; VA27ECPSNY,VA27E,; VA27ECPSNZ,VA27E,",195553875004,Monitor,TFT LCD,1920 x 1080,2.1,27,311.67,"USB-C,Built-In Speakers",Built-In Speakers,None,"RJ45,Display,HDMI,USB",Ac to dc internal power supply,13.53,,0.28,,0.24,,,43.07,54.81,300,No,,sRGB,N/A,1000,,,Yes,65,,,07/07/2022 12:00:00 AM,07/15/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973_VA27E_07142022133019_9162256,No
2384752,ASUSTeK Computer Inc.,ASUS,VA329HE,VA329HE,,,Monitor,TN LCD,1920 x 1080,2.1,31.5,425.3,None,None,None,"VGA,HDMI",Ac to dc internal power supply,17.56,,0.11,,0.1,,,54.5,72.5,502.7,No,5.9,None,N/A,1000,,,No,,,,09/29/2021 12:00:00 AM,09/28/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_VA329HE_09282021141139_2086926,Yes
2401453,ASUSTeK Computer Inc.,ASUS,VG34VL1A,VG34VL1A,"VG34xxxxxxxx (x= a-z, A-Z, 0-9, -, blank),VG34xxxxxxxx (x= a-z, A-Z, 0-9, -, blank),",195553867429,Monitor,VA LCD,3440 x 1440,5,34,412.38,Curved Screen,None,None,"Display,HDMI,USB",Ac to dc internal power supply,29.2,,0.23,,0.08,,,90.84,105.87,300,Yes,0.4,None,N/A,3000,89,84,No,,No,,09/15/2022 12:00:00 AM,09/13/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_VG34VL1A_09142022092053_6450696,No
2343097,ASUSTeK Computer Inc.,ASUS,VL249H,VL249,"VL249H-J,VL249,; VL249H-P,VL249,; VL249H-W,VL249,; VL249HE,VL249,; VL249HE,VL249,; VL249HR,VL249,; VL249HV,VL249,; VL249HY,VL249,",,Monitor,TFT LCD,1920 x 1080,2.1,23.8,242.18,None,None,None,"VGA,HDMI",Ac to dc external power supply,11.98,,0.32,,0.23,,,39.06,45.84,250,No,33.1,sRGB,N/A,1000,,,No,,,,07/28/2019 12:00:00 AM,08/06/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973_VL249_08052019142855_1822168,No
2394319,ASUSTeK Computer Inc.,ASUS,VP227HE,VP227,"C2222,VP227,; C2222HE,VP227,; C2222HE-G,VP227,; C2222HE-J,VP227,; C2222HE-P,VP227,; C2222HE-W,VP227,; C2222HEY,VP227,; C2222HEZ,VP227,; VP227HE-G,VP227,; VP227HE-J,VP227,; VP227HE-P,VP227,; VP227HE-W,VP227,; VP227HEY,VP227,; VP227HEZ,VP227,",195553714167,Monitor,TFT LCD,1920 x 1080,2.1,21.5,193.11,None,None,None,"VGA,HDMI",Ac to dc internal power supply,13.09,,0.14,,0.13,,,40.93,42.56,250,No,,sRGB,N/A,3000,,,No,,,,04/15/2022 12:00:00 AM,04/01/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973_VP227_03252022110924_2027856,No
2360910,ASUSTeK Computer Inc.,ASUS,VP228QG,VP228,"VP228DE,VP228,; VP228HE,VP228,; VP228HE-J,VP228,; VP228NE,VP228,; VP228NE-V,VP228,",192876071984,Monitor,TFT LCD,1920 x 1080,2.1,21.5,198.08,Built-In Speakers,Built-In Speakers,None,"VGA,HDMI",Ac to dc internal power supply,11.01,,0.22,,0.17,,,35.01,42.66,200,No,,sRGB,N/A,1000,,,No,,,,07/31/2019 12:00:00 AM,05/29/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973_VP228QG_05182020192429_6068994,No
2368865,ASUSTeK Computer Inc.,ASUS,VP228HE,VP228,"VP228HE-P, VP228HE-G, VP228HEY, VP228HEZ,,",,Monitor,TN LCD,1080 x 1920,2.1,21.5,198.1,None,None,None,"VGA,HDMI",Ac to dc internal power supply,11.2,,0.2,,0.2,,,35.5,42.7,250,No,32.90,None,N/A,600,,,No,0,No,,10/22/2020 12:00:00 AM,10/28/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_VP228_10282020154237_3876363,No
2369376,ASUSTeK Computer Inc.,ASUS,VP229HA,VP229,"VP229HA-P,VP229,; VP229HAE,VP229,; VP229HAL,VP229,; VP229HAR,VP229,",,Monitor,TFT LCD,1920 x 1080,2.1,21.5,198.08,Built-In Speakers,None,None,"VGA,HDMI",Ac to dc internal power supply,13.24,,0.24,,0.17,,,41.96,42.66,369,No,,sRGB,N/A,3000,,,No,,,,12/01/2021 12:00:00 AM,11/11/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973_VP229_11092020162315_9916498,No
2350991,Acer Incorporated,Acer,V246HYL bi,V246HYL,"B246HYL Aymdpr,B246HYL,; B246HYL ymipr,B246HYL,; B246HYL_v,B246HYL,; V246HYL bd,V246HYL,; V246HYL bdp,V246HYL,; V246HYL_v,V246HYL,",888863941568,Monitor,IPS LCD,1080 x 1920,2.1,23.8,242.2,Built-In Speakers,None,None,"VGA,DVI,Display,USB",Ac to dc internal power supply,13.66,,0.33,,0.15,,,45.46,45.73,250,No,,None,N/A,1000,,,No,,,,11/26/2019 12:00:00 AM,12/06/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_V246HYL_12052019152300_5874902,No
2382376,Acer Incorporated,Acer,V247W_q,V247W,,195133129299,Monitor,IPS LCD,1920 x 1200,2.3,24.1,260.34,"Variable Refresh Rate,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"VGA,Display,HDMI",Ac to dc internal power supply,10.06,,0.12,,0.08,,,31.53,52.2,300,Yes,35.9,sRGB,N/A,1000,60,60,No,,No,0,08/15/2021 12:00:00 AM,07/22/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_V247W_07222021172448I01_7349927,Yes
2371587,Acer Incorporated,Acer,V247Y bi,V247Y,,,Monitor,TFT LCD,1920 x 1080,2.1,23.8,242.18,None,None,None,"VGA,HDMI",Ac to dc internal power supply,11.86,,0.16,,0.14,,,37.27,45.73,400,No,,None,N/A,1000,,,No,,No,,02/01/2021 12:00:00 AM,12/22/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_V247Y_01042021092530_2788129,No
2372279,Acer Incorporated,Acer,V247Y,V247Y,",V247Y bi,; ,V247Y bip,; ,V247Y bmipx,; ,V247Y bmix,",195133144926;195133146746;195133146753;195133146760,Monitor,TFT LCD,1080 x 1920,2.1,23.8,242.04,None,None,None,Display,Ac to dc internal power supply,11.74,,0.22,,0.16,,,37.2,45.7,390.3,No,0.4,None,N/A,1000,,,No,,No,,12/30/2020 12:00:00 AM,01/20/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_V247Y_01202021142618_8289395,No
2398326,Acer Incorporated,Acer,V247Y_q,V247Y,"?,?,?",193199139719;193199593016,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,"Variable Refresh Rate,Built-In Speakers",Automatic Brightness Control,None,"VGA,Display,HDMI",Ac to dc internal power supply,10.3,,0.1,,0.1,,,32.4,45.7,250,No,33.1,sRGB,N/A,1000,,,No,,No,0,01/28/2020 12:00:00 AM,12/12/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_V247Y_12122019144600_4439190,Yes
2347168,Acer Incorporated,Acer,V277_q,V277,,,Monitor,IPS LCD,1920  x 1080,2.1,27,311.66,"Variable Refresh Rate,Built-In Speakers",Automatic Brightness Control,None,"VGA,Display,HDMI",Ac to dc internal power supply,11.8,,0.2,,0.1,,,37.1,52.1,250,No,33,sRGB,N/A,1000,,,No,,No,0,01/28/2020 12:00:00 AM,09/25/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_V277_09252019122429I47_7349927,Yes
2398224,Acer Incorporated,Acer,V277_a,V277,"B27*****,B27*****,; B277,B277,; CB27*****,CB27*****,; CB272,CB272,; CBA27***** (* = A-Z, 0-9, -, blank),CBA27***** (* = A-Z, 0-9, -, blank),; CBA272,CBA272,; V27*****,V27*****,",193199138965;195133173858,Monitor,VA LCD,1920 x 1080,2.1,27,311.67,Built-In Speakers,Built-In Speakers,None,"VGA,Display,HDMI",Ac to dc external power supply,14.25,,0.13,,0.12,,,44.44,52.06,250,No,,None,N/A,3000,,,No,,No,,07/10/2022 12:00:00 AM,07/01/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_V277_07062022112433_3811780,No
2351321,Acer Incorporated,Acer,V277U_q,V277U,,,Monitor,IPS LCD,2560 x 1440,3.7,27,310.47,"Variable Refresh Rate,Built-In Speakers",Automatic Brightness Control,None,"Display,HDMI",Ac to dc internal power supply,16.8,,0.2,,0.2,,,52.9,62.5,350,Yes,34.7,sRGB,N/A,1000,60,60,No,,No,0,01/28/2020 12:00:00 AM,12/13/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_V277U_12152019111448_9033431,No
2383936,Acer Incorporated,Acer,VT240Y_v,VT240Y,,193199591685;195133139373,Monitor,TFT LCD,1920 x 1080,2.1,23.8,242.18,Touch Screen,Touch Screen,None,"VGA,HDMI,USB",Ac to dc external power supply,14.94,,1.3,,0.17,,,53.2,53.51,250,No,,None,N/A,1000,,,No,,,,08/15/2021 12:00:00 AM,09/01/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_VT240Y_08272021142932_7287103,No
2394941,Acer Incorporated,Acer,VT270_v,VT270,,195133147460,Monitor,TFT LCD,1920 x 1080,2.1,27,311.67,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"VGA,HDMI,USB",Ac to dc external power supply,19.03,,0.35,,0.24,,,60.34,60.91,270,No,,sRGB,N/A,1000,,,No,,,,04/07/2022 12:00:00 AM,04/20/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_VT270_04192022162108_7200128,No
2350990,Acer Incorporated,Acer,VW237Q,VW237Q,",VW237Q,; ,VW237Q,; BW237Q bmiprx,BW237Q,; VW237Q bi,VW237Q,",,Monitor,TFT LCD,1200 x 1920,2.3,22.5,224.9,None,None,None,"VGA,HDMI",Ac to dc internal power supply,13.96,,0.23,,0.17,,,44.7,45.08,250,No,,sRGB,N/A,1000,,,No,,,,11/26/2019 12:00:00 AM,12/06/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_VW237Q_12052019150634_9455682,No
2402994,"Ad Hoc Developments, S.L.",adoc,ADOC E650,ADOC E650,,,Signage Display,TFT LCD,3840 x 2160,8.3,64.5,1745.51,"Touch Screen,USB-C,Other",None,None,"VGA,RS232,RJ45,Other,Display,HDMI,USB",Ac to dc internal power supply,130.9,142.6,0.97,5.3,0,,,,,487,No,,"sRGB,NTSC",N/A,4000,,,No,,,,10/11/2022 12:00:00 AM,10/13/2022 12:00:00 AM,"United States, Canada",ES_1148111_ADOC E650_10112022180440_9584161,No
2402995,"Ad Hoc Developments, S.L.",adoc,ADOC E750,ADOC E750,,,Signage Display,TFT LCD,3840 x 2160,8.3,74.5,2378.13,"Touch Screen,USB-C,Other",None,None,"VGA,RS232,RJ45,Display,HDMI,USB",Ac to dc internal power supply,143.23,166.6,0.95,5.3,0,,,,,427,No,,"sRGB,NTSC",N/A,5000,,,No,,,,10/11/2022 12:00:00 AM,10/13/2022 12:00:00 AM,"United States, Canada",ES_1148111_ADOC E750_10112022183248_799371,No
2405627,"AE Touch Technologies, Inc.",AE Touch Technologies,AES-100,AES-100,,,Signage Display,TFT LCD,3840 x 2160,8.3,99.5,4170.07,"Variable Refresh Rate,Bluetooth,Full Network Connectivity,Touch Screen,Built-In Speakers,Other,Flash Memory-card/Smart-card Reader Gesture Recognition,User Adjustable Backlight","Variable Refresh Rate,Bluetooth,Full Network Connectivity,Touch Screen,Built-In Speakers",None,"VGA,RS232,RJ45,Other,DVI,Display,HDMI,USB",Ac to dc internal power supply,191.12,200.9,0.38,5.3,0,,,,,312.8,No,,"sRGB,NTSC",N/A,4000,,,No,,No,0,12/08/2022 12:00:00 AM,12/14/2022 12:00:00 AM,United States,ES_1147778_AES-100_12082022114453_1538354,No
2400222,"AE Touch Technologies, Inc.",AE Touch Technologies,AES-65,AES-65,,,Signage Display,TFT LCD,3840 x 2160,8.3,64.5,1777.81,None,None,None,"VGA,RJ45,HDMI,USB",Ac to dc internal power supply,75.75,112.62,0.35,5.3,0,,,,,130,No,,"sRGB,NTSC",N/A,5000,,,No,,No,0,08/10/2022 12:00:00 AM,08/16/2022 12:00:00 AM,United States,ES_1147778_AES-65_08102022180304_2124444,No
2400221,"AE Touch Technologies, Inc.",AE Touch Technologies,AES-75,AES-75,,,Signage Display,TFT LCD,3840 x 2160,8.3,74.5,2372.18,None,None,None,"VGA,RJ45,HDMI,USB",Ac to dc internal power supply,123.81,141.92,0.31,5.3,0,,,,,250,No,,"sRGB,NTSC",N/A,5000,,,No,,No,0,08/10/2022 12:00:00 AM,08/16/2022 12:00:00 AM,United States,ES_1147778_AES-75_08102022142940_787011,No
2398425,AOPEN Incorporated,AOpen,27VT0_v,27VT0,,195133144315,Monitor,TFT LCD,1920 x 1080,2.1,27,311.67,"Touch Screen,Built-In Speakers","Touch Screen,Built-In Speakers",None,"VGA,HDMI,USB",Ac to dc external power supply,19.03,,0.35,,0.24,,,60.34,60.91,270,No,,sRGB,N/A,1000,,,No,,,,04/07/2022 12:00:00 AM,07/13/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1109889_27VT0_07062022171327_584985,No
2382296,AOPEN Smartview Incorporated,AOpen,24VT0Y_v,24VT0Y,,195133131940,Monitor,TFT LCD,1920 x 1080,2.1,23.8,242.18,Touch Screen,Touch Screen,None,"VGA,HDMI,USB",Ac to dc external power supply,14.94,,1.3,,0.17,,,53.2,53.51,250,No,,None,N/A,1000,,,No,,,,07/10/2021 12:00:00 AM,07/20/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1143355_24VT0Y_07142021153015_4875757,No
2351124,Apple Inc.,Apple,Pro Display XDR,A1999,,190199261808;190199261815;190199286894;190199286986;190199287259;190199287341,Monitor,IPS LCD,6016 x 3384,20.4,31.6,426.44,"High Dynamic Range,Automatic Brightness Control,User Adjustable Backlight","High Dynamic Range,Automatic Brightness Control",None,"Other,USB",Ac to dc internal power supply,37.26,,0.37,,,29.14,29.36,116.35,197.03,483,Yes,0.4,DCI-P3,DisplayHDR 1000,1000000,441,459,No,,No,,12/11/2019 12:00:00 AM,11/14/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1023756_A1999_12112019014042_80013256,No
2393684,Apple Inc.,Apple,Studio Display,A2525,",MMYW3, MK0Q3, MK0U3, MMYQ3, MMYV3, MMYX3,",194253030065;194253030102;194253030195;194253030447;194253030485;194253030577;194253030829;194253030867;194253030959;194253032342;194253032380;194253032472;194253032724;194253032762;194253032854;194253033103;194253033141;194253033233,Monitor,IPS LCD,5120 x 2880,14.7,26.9,308.87,"Built-In Speakers,Camera Interface,Automatic Brightness Control,User Adjustable Backlight","Built-In Speakers,Camera Interface,Automatic Brightness Control",None,"Thunderbolt,USB",Ac to dc internal power supply,30.73,,0.33,,,20.85,51.52,96.11,102.49,600,Yes,0.4,DCI-P3,N/A,1200,252,285,No,,No,,03/18/2022 12:00:00 AM,02/28/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1023756_A2525_03092022051157_80113236,No
